,unit_ID,school,term,variable,url,status_code,metadata_date,date_originally_scraped,count,context
658,100663,Miami University-Hamilton,increase athletics spending,st_expand_athletic_spending_programs_gr,https://www.daytondailynews.com/news/local/ohio-public-universities-subsidize-athletics-181m/gkjlunu5nhbzhqmsxgorio/,404,No_meta_date,2020-11-05 12:20:51.481464,0,NoContext
659,100663,Miami University-Hamilton,increase athletics spending,st_expand_athletic_spending_programs_gr,https://miamiredhawks.com/news/2016/5/23/okel_named_assistant_ad_for_development.aspx,200,No_meta_date,2020-11-05 12:20:51.481500,0,NoContext
645,100663,Miami University-Hamilton,cut faculty,lt_reduction_of_institution_faculty,https://www.newsbreak.com/ohio/oxford/news/0og8lv3g/miami-planning-faculty-position-cuts-increasing-teaching-loads,404,No_meta_date,2020-11-05 12:20:51.481427,0,NoContext
644,100663,Miami University-Hamilton,faculty laid off,lt_reduction_of_institution_faculty,https://www.cincinnati.com/story/news/2019/07/03/miami-university-hamilton-campus-fight-over-iboga-tree/1629703001/,200,['2020-01-24T17:56:36.872'],2020-11-05 12:20:51.481437,0,NoContext
643,100663,Miami University-Hamilton,cut sports,lt_reduction_of_athletic_spending_programs,https://www.daytondailynews.com/sports/hamilton-miami-university-grad-signs-free-agent-with-braves/7pqeqjfssigssh22m62ozn/,404,No_meta_date,2020-11-05 12:20:51.481456,0,NoContext
642,100663,Miami University-Hamilton,layoff faculty,lt_reduction_of_institution_faculty,https://www.cantonrep.com/article/20090219/news/302199682,200,No_meta_date,2020-11-05 12:20:51.481413,0,NoContext
626,100663,Miami University-Hamilton,operational spending reductions,st_reduce_operational_spending,https://www.wlwt.com/article/which-schools-will-see-budget-cuts-a-district-by-district-breakdown-in-ohio/32392723,200,No_meta_date,2020-11-05 12:20:51.481446,0,NoContext
627,100663,Miami University-Hamilton,operational spending reductions,st_reduce_operational_spending,https://www.insidehighered.com/news/2020/05/15/wells-college-exemplifies-which-institutions-stand-lose-most-pandemic,200,No_meta_date,2020-11-05 12:20:51.481897,0,NoContext
628,100663,Miami University-Hamilton,operational spending reductions,st_reduce_operational_spending,https://www.bizjournals.com/dayton/news/2020/05/07/breakdown-heres-how-dewines-budget-cuts-will.html,200,No_meta_date,2020-11-05 12:20:51.481393,0,NoContext
629,100663,Miami University-Hamilton,cut travel,st_reduce_operational_spending,https://www.cincinnati.com/story/news/2020/01/28/coronavirus-ohio-china-miami-university/4596072002/,200,No_meta_date,2020-11-05 12:20:51.481431,0,NoContext
630,100663,Miami University-Hamilton,cut scholarships,st_reduction_of_financial_aid,https://www.miamistudent.net/article/2020/05/graduate-assistants-summer-scholarships-on-the-line,200,No_meta_date,2020-11-05 12:20:51.481449,0,NoContext
631,100663,Miami University-Hamilton,reduce student assistance,lt_reduction_or_elimination_of_student_support_programs,https://crln.acrl.org/index.php/crlnews/article/view/17371/19152,200,No_meta_date,2020-11-05 12:20:51.481425,0,NoContext
632,100663,Miami University-Hamilton,suspend appointments,lt_reduction_or_elimination_of_student_support_programs,http://leon.floridahealth.gov/newsroom/2020/08/famu-suspends-appointments.html,200,No_meta_date,2020-11-05 12:20:51.481452,1,e. those with confirmed appointments will be tested. appointments are scheduled through september 13. operators announced the plan to suspend appointments citing the need to avoid the long testing lines in the face of increased demand for testing. the site plans to continue free testing without appointments. no physician referral is required.
661,100663,Miami University-Hamilton,new building,lt_improve_infrastructure_gr,https://www.journal-news.com/news/local-education/miami-build-96m-academic-building-first-more-than-decade/sgg5n0i7mqnoenghutnfso/,404,No_meta_date,2020-11-05 12:20:51.481481,0,NoContext
633,100663,Miami University-Hamilton,reduce international support,lt_reduction_or_elimination_of_student_support_programs,https://www.insidehighered.com/news/2013/01/14/study-finds-increased-parental-support-college-results-lower-grades,200,No_meta_date,2020-11-05 12:20:51.481886,0,NoContext
635,100663,Miami University-Hamilton,program cuts,lt_reduction_or_elimination_of_academic_departments_programs,https://www.journal-news.com/news/local/butler-county-schools-face-millions-budget-cuts-coronavirus-slowdown/zvx4seu9b4oml8ifjj4wxl/,404,No_meta_date,2020-11-05 12:20:51.481441,0,NoContext
636,100663,Miami University-Hamilton,staff layoffs,lt_reduction_of_institution_staff,https://www.daytondailynews.com/news/miami-university-lay-off-staff-members-this-summer/1lh1vv9ef7fmfeuntpxflk/,404,No_meta_date,2020-11-05 12:20:51.481445,0,NoContext
637,100663,Miami University-Hamilton,cut athletics budget,lt_reduction_of_athletic_spending_programs,https://www.bizjournals.com/dayton/news/2020/06/04/wright-state-cuts-3-athletic-programs-in-2m-budget.html,200,No_meta_date,2020-11-05 12:20:51.481396,0,NoContext
638,100663,Miami University-Hamilton,cut athletics budget,lt_reduction_of_athletic_spending_programs,https://www.tallahassee.com/story/sports/college/fsu/2020/07/10/florida-state-fsu-athletics-budget-cuts-announced-david-coburn-letter-mike-norvell-leonard-hamilton/5417107002/,200,No_meta_date,2020-11-05 12:20:51.481435,0,NoContext
639,100663,Miami University-Hamilton,cut staff,lt_reduction_of_institution_staff,https://www.wcpo.com/news/local-news/butler-county/miami-university-plans-to-lay-off-40-staff-members,200,No_meta_date,2020-11-05 12:20:51.481468,0,NoContext
640,100663,Miami University-Hamilton,cut staff,lt_reduction_of_institution_staff,https://www.cincinnati.com/story/news/2020/01/24/miami-university-axes-40-staff-positions-citing-budget-concerns/4562944002/,200,No_meta_date,2020-11-05 12:20:51.481424,0,NoContext
641,100663,Miami University-Hamilton,cut staff,lt_reduction_of_institution_staff,https://local12.com/news/local/miami-university-details-planned-job-cuts,200,['2020-01-24T17:56:36.872'],2020-11-05 12:20:51.481423,0,NoContext
634,100663,Miami University-Hamilton,program cuts,lt_reduction_or_elimination_of_academic_departments_programs,https://www.newsbreak.com/ohio/hamilton/news/1611884297819/hype-hamilton-offers-free-hair-cuts-books-and-conversations-with-black-community-leaders,200,No_meta_date,2020-11-05 12:20:51.481489,0,NoContext
662,100663,Miami University-Hamilton,new building,lt_improve_infrastructure_gr,https://www.journal-news.com/news/local-education/why-miami-moving-closer-new-96m-health-science-building/x9e2y7ed9dqesw0cddpkxl/,404,No_meta_date,2020-11-05 12:20:51.481484,0,NoContext
549,100663,Miami University-Hamilton,reduce tuition,st_change_tuition_(<=),https://cumberlandspatriots.com/news/2018/9/4/general-university-of-the-cumberlands-announces-57-percent-reduction-in-annual-tuition.aspx?path=gen,200,No_meta_date,2020-11-05 12:20:51.481418,1,"f. the initiative, called the cumberlands commitment , is a component of the university's mission to serve students and families throughout the appalachian region. currently, 82 percent of cumberlands students come from appalachia.   the cumberlands commitment will:  reduce tuition for the 2019/20 academic year by 57 percent from $23,000 to $9,875  reduce total annual cost of attending cumberlands from $32,000 to $19,175  maintain a scholarship system for academic, athletic and extracurricular awards   ""the cumberlands commitment we're making today means out of pocket costs will not increase for any of our students,"" said cockrum. ""we will continue to work each and everyday to make tuition affordable to anyone who has dreams of higher education and greater opportunity.""  under the tuition reduction plan, the average kentucky student is expected to save nearly $3,200, totaling $12,800 over their college career."
664,100663,Miami University-Hamilton,expand financial aid,st_expand_financial_aid_gr,https://www.insidehighered.com/news/2020/10/13/covid-19-roundup-four-more-colleges-suspend-person-instruction-two-expand-it,200,No_meta_date,2020-11-05 12:20:51.481899,0,NoContext
685,100663,Miami University-Hamilton,promotions,lt_improve_staff_faculty_support_gr,https://www.miamiherald.com/news/business/biz-columns-blogs/article239384793.html,200,No_meta_date,2020-11-05 12:20:51.481521,1,"y.  keep reading      trending stories     tropical depression eta still on track to approach cuba, south florida as a tropical storm       election results: $15 minimum wage passes, and how other state amendments fared       trump limited deficit in miami-dade county, dealing biden a big blow in florida       judge orders election day sweep for missing mail ballots, including in south florida          springsteen realizes that the once ‘hungry heart’ will stop beating one day | opinion          all-access digital subscription  #readlocal    connect to local news for just $4.99 a month for 12 months.  view offer             movers    senior-level hires and promotions for the week of oct. 12, 2020   october 09, 2020 7:31 am            movers    senior-level hires and promotions in miami-dade and broward for the week of oct. 5, 2020   october 02, 2020 7:00 am            movers    senior-level hires and promotions in miami-dade and broward for the week of sept."
686,100663,Miami University-Hamilton,promotions,lt_improve_staff_faculty_support_gr,https://www.miamiherald.com/news/business/biz-columns-blogs/article239384793.html,200,No_meta_date,2020-11-05 12:20:51.481521,1,"4.99 a month for 12 months.  view offer             movers    senior-level hires and promotions for the week of oct. 12, 2020   october 09, 2020 7:31 am            movers    senior-level hires and promotions in miami-dade and broward for the week of oct. 5, 2020   october 02, 2020 7:00 am            movers    senior-level hires and promotions in miami-dade and broward for the week of sept. 28, 2020              movers    senior-level hires and promotions for the week of sept."
687,100663,Miami University-Hamilton,promotions,lt_improve_staff_faculty_support_gr,https://www.miamiherald.com/news/business/biz-columns-blogs/article239384793.html,200,No_meta_date,2020-11-05 12:20:51.481521,1,"s.  view offer             movers    senior-level hires and promotions for the week of oct. 12, 2020   october 09, 2020 7:31 am            movers    senior-level hires and promotions in miami-dade and broward for the week of oct. 5, 2020   october 02, 2020 7:00 am            movers    senior-level hires and promotions in miami-dade and broward for the week of sept. 28, 2020              movers    senior-level hires and promotions for the week of sept. 21, 2020              movers    senior-level hires and promotions for the week of sept."
688,100663,Miami University-Hamilton,promotions,lt_improve_staff_faculty_support_gr,https://www.miamiherald.com/news/business/biz-columns-blogs/article239384793.html,200,No_meta_date,2020-11-05 12:20:51.481521,1,"t. 12, 2020   october 09, 2020 7:31 am            movers    senior-level hires and promotions in miami-dade and broward for the week of oct. 5, 2020   october 02, 2020 7:00 am            movers    senior-level hires and promotions in miami-dade and broward for the week of sept. 28, 2020              movers    senior-level hires and promotions for the week of sept. 21, 2020              movers    senior-level hires and promotions for the week of sept. 14, 2020              movers    senior-level hires and promotions in miami-dade, broward for aug."
689,100663,Miami University-Hamilton,promotions,lt_improve_staff_faculty_support_gr,https://www.miamiherald.com/news/business/biz-columns-blogs/article239384793.html,200,No_meta_date,2020-11-05 12:20:51.481521,1,"t. 5, 2020   october 02, 2020 7:00 am            movers    senior-level hires and promotions in miami-dade and broward for the week of sept. 28, 2020              movers    senior-level hires and promotions for the week of sept. 21, 2020              movers    senior-level hires and promotions for the week of sept. 14, 2020              movers    senior-level hires and promotions in miami-dade, broward for aug. 17, 2020            take us with you  real-time updates and all local stories you want right in the palm of your hand."
690,100663,Miami University-Hamilton,promotions,lt_improve_staff_faculty_support_gr,https://www.miamiherald.com/news/business/biz-columns-blogs/article239384793.html,200,No_meta_date,2020-11-05 12:20:51.481521,1,"t. 28, 2020              movers    senior-level hires and promotions for the week of sept. 21, 2020              movers    senior-level hires and promotions for the week of sept. 14, 2020              movers    senior-level hires and promotions in miami-dade, broward for aug. 17, 2020            take us with you  real-time updates and all local stories you want right in the palm of your hand.      miami herald app     view newsletters                    subscriptions  start a subscription  customer service  eedition  vacation hold  pay your bill    learn more  about us  contact us  newsletters  news in education  public insight network  reader panel  archives    advertising  place a classified  media kit  public notices       copyright  commenting policy  privacy policy  do not sell my personal information  terms of service                          "
684,100663,Miami University-Hamilton,promotions,lt_improve_staff_faculty_support_gr,https://www.miamiherald.com/news/business/biz-columns-blogs/article239384793.html,200,No_meta_date,2020-11-05 12:20:51.481521,1,"c. 30, 2019 (no movers ran on jan. 7, 2019) jan. 13, 2020                             comments            read next           movers    senior-level hires and promotions in south florida for the week of nov. 2, 2020       by     october 30, 2020 02:06 pm                                                 order reprint →               banking vania laguerre has been named local market executive in miami for bank of america. laguerre has been with the company since 1988; for the past eight years, she has been senior resident director for merrill lynch wealth management in aventura."
694,100663,Miami University-Hamilton,salary increase,lt_improve_staff_faculty_support_gr,https://www.insidehighered.com/news/2012/04/09/aaup-releases-faculty-salary-data,200,No_meta_date,2020-11-05 12:20:51.481913,1,"s. at public four-year institutions, published tuition and fees jumped 72 percent above the inflation rate while faculty salaries stayed about the same. “private four-year colleges and universities increased their published tuition by 28.9 percent more than inflation, while faculty salary increases ranged from 1.9 to 7.7 percent,” according to the report."
695,100663,Miami University-Hamilton,salary increase,lt_improve_staff_faculty_support_gr,https://www.insidehighered.com/news/2008/04/14/faculty-salaries-and-priorities,200,No_meta_date,2020-11-05 12:20:51.481915,0,NoContext
696,100663,Miami University-Hamilton,share location,lt_inter_institutional_collaboration_co,https://www.facebook.com/miamiohregionals/videos/dr-bennyce-hamilton-shares-the-history-behind-the-racial-legacies-series-what-to/1603620563007699/,200,No_meta_date,2020-11-05 12:20:51.481486,0,NoContext
697,100663,Miami University-Hamilton,share program,lt_inter_institutional_collaboration_co,https://www.newsbreak.com/news/2053838317560/miami-university-president-shares-update-on-testing-efforts,200,No_meta_date,2020-11-05 12:20:51.481540,0,NoContext
698,100663,Miami University-Hamilton,share program,lt_inter_institutional_collaboration_co,https://miamioh.edu/regionals/news/,200,No_meta_date,2020-11-05 12:20:51.481503,0,NoContext
699,100663,Miami University-Hamilton,university partnership,lt_inter_institutional_collaboration_co,https://local12.com/news/local/miami-university-partners-with-businesses-to-help-student-graduate-without-debt,200,No_meta_date,2020-11-05 12:20:51.481491,0,NoContext
547,100663,Miami University-Hamilton,freeze tuition,st_change_tuition_(<=),https://www.daytondailynews.com/news/local/miami-university-trustees-freeze-tuition/kzkelvzujjqazw1xhxfrfk/,404,No_meta_date,2020-11-05 12:20:51.481356,0,NoContext
693,100663,Miami University-Hamilton,salary increase,lt_improve_staff_faculty_support_gr,https://www.insidehighered.com/news/2012/04/09/aaup-releases-faculty-salary-data,200,No_meta_date,2020-11-05 12:20:51.481913,1,"d.  “when all of the salary data submitted in each year is adjusted to account for inflation, the overall average salary of a full-time faculty member in 2011-12 is less than 1 percent higher than it was five years ago, in 2006-2007,” says the report, which includes data from 1,250 colleges and universities.  as in previous years, the data show that salaries at private universities increased more than public institutions. full professors at private doctoral, master's or baccalaureate universities received on average about one percentage point more in average salary increases than their counterparts at public universities. average salaries for assistant professors at private doctoral universities went up by 4.1 percent, while assistant professors at public doctoral institutions saw a 2."
683,100663,Miami University-Hamilton,promotions,lt_improve_staff_faculty_support_gr,https://www.miamiherald.com/news/business/biz-columns-blogs/article239384793.html,200,No_meta_date,2020-11-05 12:20:51.481521,1,"m. include the position (company, title) most recently held prior to the new job. educational background is also desirable, but optional.  ==  see past senior-level hires and promotions in south florida for 2017-2018: ▪  jan. 2, 2017  ▪ jan. 9, 2017  ▪ jan."
681,100663,Miami University-Hamilton,promotions,lt_improve_staff_faculty_support_gr,https://www.miamiherald.com/news/business/biz-columns-blogs/article239384793.html,200,No_meta_date,2020-11-05 12:20:51.481521,1,"i.com  contests & promotions     opinion   sections   all opinion  editorials  op-ed  editorial cartoons  jim morin  letters to the editor  from our inbox  speak up  submit a letter  meet the editorial board  influencers opinion  blogs & columnists   blog directory  columnist directory  andres oppenheimer  carl hiaasen  leonard pitts jr.  fabiola santiago     obituaries   obituaries  obituaries in the news  place an obituary     video   all videos  news video  sports video  politics video  business video  living video  entertainment video  weather video  crime video      classifieds   place an ad  all classifieds  announcements  apartments  auctions/sales  commercial real estate  employment  garage sales  legals  merchandise  obituaries  pets  public notices  services    public notices  jobs  mobile & apps  archives   el nuevo herald  miami.com  indulge       business columns & blogs   senior-level hires and promotions in miami-dade and broward for the week of jan. 20, 2020                karina pavone has been named executive director of amigos for kids.        architecture   at nichols brosch wurst wolfe & associates , a coral gables architecture and planning firm: igor reyes has been named president."
665,100663,Miami University-Hamilton,counselling services’ student wellness,lt_improve_student_experience_gr,https://www.journal-news.com/news/area-universities-join-the-battle-against-student-opioid-addiction/yzd5djm7jtjne7aivkhdkk/,404,No_meta_date,2020-11-05 12:20:51.481482,0,NoContext
668,100663,Miami University-Hamilton,tenure,lt_improve_staff_faculty_support_gr,https://www.cincinnati.com/story/opinion/2019/07/05/opinion-miami-university-must-reverse-unjust-decision-terminate-professors/1557192001/,200,No_meta_date,2020-11-05 12:20:51.481471,1,"r. dan gladish, a botanist, started his employment as assistant professor at miami hamilton in 1994. he established a record as an excellent teacher, published his research, and he served his profession, the university and our community. his efforts earned him tenure, and he was twice promoted, first to associate professor and ultimately to professor. more: the iboga tree affair: a confiscated shrub, hallucinogenics and suspended professors rile miami university campus in 2004, he was presented with a professor’s dream: the opportunity to put his passion for botany into action. thanks to the generosity of local donors, richard ""dick"" fitton and his family, a botanical conservatory was built on campus."
669,100663,Miami University-Hamilton,tenure,lt_improve_staff_faculty_support_gr,https://www.cincinnati.com/story/opinion/2019/07/05/opinion-miami-university-must-reverse-unjust-decision-terminate-professors/1557192001/,200,No_meta_date,2020-11-05 12:20:51.481471,1,"r. john cinnamon, an anthropologist, began his career at miami hamilton in 1999.  although john’s specific research and teaching interest is religion, politics and ethnicity in africa, he embraced miami hamilton’s mission, producing local ethnographies and engaging with community groups in other ways. his teaching, research and service earned him tenure and promotion to associate professor. about 12 years ago, john acquired the seeds of a plant, tabernathe iboga. when processed, the root of a mature iboga produces an extract that is hallucinogenic."
670,100663,Miami University-Hamilton,tenure,lt_improve_staff_faculty_support_gr,https://www.cincinnati.com/story/opinion/2019/07/05/opinion-miami-university-must-reverse-unjust-decision-terminate-professors/1557192001/,200,No_meta_date,2020-11-05 12:20:51.481471,1,"). dan and john were charged with violating the university’s drug-free workplace policy, failing to report one another for violating that policy and professional incompetence. both were immediately suspended, barred from stepping foot on university property, and from having contact with any student. after a ""hearing"" before provost phyllis callahan, dan was told that he would be untenured and fired if he didn’t resign. because john is on medical leave, his disciplinary process is on hold. presumably, he will see the same, or a similar fate, when he returns to work."
671,100663,Miami University-Hamilton,tenure,lt_improve_staff_faculty_support_gr,https://www.cincinnati.com/story/news/2020/01/30/suspended-because-tree-miami-university-reinstates-professor/2854858001/,200,No_meta_date,2020-11-05 12:20:51.481477,0,NoContext
682,100663,Miami University-Hamilton,promotions,lt_improve_staff_faculty_support_gr,https://www.miamiherald.com/news/business/biz-columns-blogs/article239384793.html,200,No_meta_date,2020-11-05 12:20:51.481521,1,"..  best advice: at a young age my parents said to me “find something you love to do and figure out a way to make a living doing it.” my parents always instilled a sense of service to others and that is why i pursued a service profession.  ==  this space lists promotions of executives at the director level and above who are based in broward, miami-dade or monroe counties. announcements, also at miamiherald.com, are for full-time, paid positions — not for board or volunteer positions."
672,100663,Miami University-Hamilton,increase benefits,lt_improve_staff_faculty_support_gr,https://miamiredhawks.com/news/2019/12/9/general-miami-athletics-introduces-the-miami-athletic-fund.aspx,200,No_meta_date,2020-11-05 12:20:51.481510,0,NoContext
674,100663,Miami University-Hamilton,food pantry,lt_improve_student_experience_gr,https://miamioh.edu/emss/news/2019/04/food-pantry.html,200,No_meta_date,2020-11-05 12:20:51.481458,1,"                   miami university oxford, ohio est. 1809   original public ivy       mymiami       close        enrollment management & student success   menu  search   close     about    offices    divisional priorities    data & other resources                    share:           search        miami food pantry serves students in need       apr 09, 2019      ashley hopkins, senior assistant director of student success center, on the development of an on-campus food pantry. the miami student, april 9 view this article            ©2020 miami university. all rights reserved."
675,100663,Miami University-Hamilton,food pantry,lt_improve_student_experience_gr,https://www.journal-news.com/news/local/miami-students-step-fight-food-insecurity-campus/3idejzg2y5dlrpivfw5tio/,404,No_meta_date,2020-11-05 12:20:51.481492,0,NoContext
678,100663,Miami University-Hamilton,food pantry,lt_improve_student_experience_gr,https://www.cincinnati.com/story/news/2019/10/17/hunger-food-insecurity-cincinnati-area-college-campuses-worsening/3821218002/,200,No_meta_date,2020-11-05 12:20:51.481488,1,"%. news  sports  politics  opinion  for subscribers  nky  obituaries  e-edition  legals subscribe  news 'shocking' number of cincinnati area college students skip meals, worry about going hungry max londberg cincinnati enquirer view comments  the food aisles seem to have it all: dairy products, pasta, bagels and bread loaves, piles of navel oranges and large heads of cabbage and unshucked corn. there's even a package of rice high in protein that's specially manufactured to arrest hunger. but the northern kentucky university food pantry is out of shopping bags. too much demand. so students hunting for food improvise."
679,100663,Miami University-Hamilton,promotions,lt_improve_staff_faculty_support_gr,https://www.miamiherald.com/news/business/biz-columns-blogs/article239384793.html,200,No_meta_date,2020-11-05 12:20:51.481521,1,"                 sections   skip to content              senior-level hires and promotions in miami-dade and broward for the week of jan. 20, 2020 | miami herald         submit       sections     search           eedition   home   customer service   site information   contact us  about us  herald store  rss feeds  special sections  advertise   advertise with us  media kit  mobile   mobile apps & ereaders  newsletters  social   facebook  twitter  instagram  youtube     coronavirus   news   sections   news  south florida  miami-dade  broward  florida keys  florida  politics  weird news  weather  national & world   colombia  national  world  americas  cuba  guantánamo  haiti  venezuela  local issues   crime  education  environment  health care  in depth  issues & ideas  traffic     sports   sections   sports  blogs & columnists  pro & college   miami dolphins  miami heat  miami marlins  florida panthers  inter miami  college sports  university of miami  florida international  university of florida  florida state university  more sports   high school sports  auto racing  fighting  golf  horse racing  outdoors  soccer  tennis  youth sports  other sports     politics   politics  elections  the florida influencer series     business   sections   business  business monday  banking  international business  national business  personal finance  real estate news  small business  technology  tourism & cruises  workplace  business plan challenge  blogs & columnists   cindy krischer goodman  the starting gate  work/life balancing act  movers     living   sections   living  advice  fashion  food & drink  health & fitness  home & garden  pets  recipes  travel  wine  blogs & columnists   dave barry  ana veciana-suarez  flashback miami  more living   lgbtq south florida  palette magazine  indulge magazine  south florida album  broward album     entertainment   sections   entertainment  books  comics  games & puzzles  horoscopes  movies  music & nightlife  people  performing arts  restaurants  tv  visual arts  blogs & columnists   jose lambiet  lesley abravanel  more entertainment   events calendar  miami.com  contests & promotions     opinion   sections   all opinion  editorials  op-ed  editorial cartoons  jim morin  letters to the editor  from our inbox  speak up  submit a letter  meet the editorial board  influencers opinion  blogs & columnists   blog directory  columnist directory  andres oppenheimer  carl hiaasen  leonard pitts jr."
