,unit_ID,school,term,url,count,context
18,102553.0,University of Denver,tenure,https://jobs.du.edu/en-us/job/493251/assistant-professor-korbel-school-of-international-studies,1.0,e josef korbel school of international studies at the university of denver is seeking to fill three tenure-track positions at the assistant professor level to begin september 2021.      powered by pag
17,102553.0,University of Denver,tenure,https://jobs.du.edu/en-us/job/493251/assistant-professor-korbel-school-of-international-studies,1.0,e josef korbel school of international studies at the university of denver is seeking to fill three tenure-track positions at the assistant professor level to begin september 2021.       current oppor
16,102553.0,University of Denver,tenure,https://jobs.du.edu/en-us/job/493251/assistant-professor-korbel-school-of-international-studies,1.0,e josef korbel school of international studies at the university of denver is seeking to fill three tenure-track positions at the assistant professor level to begin september 2021. the korbel school i
15,102553.0,University of Denver,tenure,https://www.du.edu/facsen/documents.html,1.0,"holarship, and service    academic values, rights and responsibilities    appointment, promotion, & tenure guidelines (2015, archived)    apt draft w/ changes - 11/11/14    apt draft w/o changes - 11/"
14,102553.0,University of Denver,tenure,https://www.du.edu/facsen/documents.html,1.0,"bers 2016    peer-to-peer subcommittee update: fall 2016      motion for an ad hoc committee on non-tenure track faculty, 2017    faculty senate annual reports    faculty senate annual report 2015-201"
13,102553.0,University of Denver,tenure,https://www.du.edu/facsen/documents.html,1.0,", selected results    faculty development survey, tenure results    faculty development survey, non-tenure results    faculty development committee membership 2016    motion to appoint faculty develop"
12,102553.0,University of Denver,tenure,https://www.du.edu/facsen/documents.html,1.0,"y, executive summary    faculty development survey, selected results    faculty development survey, tenure results    faculty development survey, non-tenure results    faculty development committee me"
11,102553.0,University of Denver,tenure,https://www.du.edu/facsen/documents.html,1.0,"enate motions    guidelines for appointment, promotion, & tenure (apt)    appointment, promotion, & tenure guidelines (current)   the 2015 version of the apt may be found below, under ""other senate re"
19,102553.0,University of Denver,tenure,https://jobs.du.edu/en-us/job/493192/assistant-professor-political-theory,0.0,NoContext
10,102553.0,University of Denver,tenure,https://www.du.edu/facsen/documents.html,1.0,"2019)   senate bylaws (2019)   proposing senate motions    guidelines for appointment, promotion, & tenure (apt)    appointment, promotion, & tenure guidelines (current)   the 2015 version of the apt "
8,102553.0,University of Denver,reduction of benefits,https://socialwork.du.edu/academics/master-social-work-programs/msw-financial-aid-cost,0.0,NoContext
7,102553.0,University of Denver,reduction of benefits,https://www.du.edu/veterans/gibill-financial/index.html,0.0,NoContext
6,102553.0,University of Denver,reduction of benefits,https://www.law.du.edu/d7/law-financial-aid/tuition-and-financial-aid/other-resources,0.0,NoContext
5,102553.0,University of Denver,reduction of benefits,https://www.du.edu/veterans/,0.0,NoContext
4,102553.0,University of Denver,reduction of benefits,https://www.denverpost.com/2020/06/09/university-denver-layoffs-salary-cuts-covid/,0.0,NoContext
3,102553.0,University of Denver,reduction of benefits,https://www.du.edu/human-resources/benefits/tuition-waiver/,0.0,NoContext
2,102553.0,University of Denver,reduction of benefits,https://magazine.du.edu/solar-investment/,0.0,NoContext
1,102553.0,University of Denver,reduction of benefits,https://www.du.edu/human-resources/benefits/retirement.html,0.0,NoContext
9,102553.0,University of Denver,tenure,https://portfolio.du.edu/downloaditem/329784,0.0,NoContext
84,102553.0,University of Denver,promotions,https://morgridge.du.edu/mce-announces-faculty-promotions/,1.0,"                   mce announces faculty promotions"" class=""info"">            mce announces faculty promotions    morgridge office of communications  academic excellence , morgridge college of educati"
20,102553.0,University of Denver,tenure,https://www.insidehighered.com/news/2015/02/17/new-faculty-model-u-denver-could-be-prototype-reform,0.0,NoContext
22,102553.0,University of Denver,tenure,https://liberalarts.du.edu/resources/facultystaff,1.0,"'s award for excellence (dafe)   the competitive, donor-funded dean's award for excellence supports tenure-line associate professors working toward promotion to the rank of full professor. faculty mem"
40,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,", a former general counsel at accenture, the global management-consulting firm.    the phrase ‘post-tenure review’ was a nonstarter. if we had kept that label, it never would have passed.     that foc"
39,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,work with trustees and administrators in revamping denver’s promotion and tenure policy to give non-tenure-track faculty members multiyear contracts and new faculty titles that reflect a career path t
38,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,k record of collaborative work with trustees and administrators in revamping denver’s promotion and tenure policy to give non-tenure-track faculty members multiyear contracts and new faculty titles th
37,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,"on’t look into this, it is at least conceivable that the board will say we’re going to mandate post-tenure review, and you come up with a policy in six months, and we’re going to be done with it.”  fo"
36,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,"ht), a professor of physics at the u. of denver, consults with devin wesenberg, a graduate student. tenured professors can shift their work focus to include more research — or less — under a new facul"
35,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,"s. four years ago, after its board of regents set a deadline, the university of kansas adopted post-tenure review, set to occur every seven years. faculty members complained about, among other things,"
34,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0, the regents of the university of wisconsin system revised its post-tenure review policy to include tenured professors receiving an independent review by an administrator every five years. the faculty
33,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0," of tenured personnel.  in 2016, the regents of the university of wisconsin system revised its post-tenure review policy to include tenured professors receiving an independent review by an administrat"
21,102553.0,University of Denver,tenure,https://liberalarts.du.edu/resources/facultystaff,1.0,  employee resources    office resources    research resources    forms & policies    committees    tenure & promotion    see all du resources    du staff resources    employee resources    office res
32,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,"ssors see the process as time-consuming and ripe for abuse by administrators who want to get rid of tenured personnel.  in 2016, the regents of the university of wisconsin system revised its post-tenu"
30,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0, to determine what post-tenure review might look like. the consensus was to concentrate not on post-tenure review but on creating a different system to squelch poor performance. the number of the inst
29,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,"roach      so four years ago, the institution formed a faculty-led committee to determine what post-tenure review might look like. the consensus was to concentrate not on post-tenure review but on cre"
28,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,laurels. but it also wanted to avoid alienating them.                a more upbeat approach to post-tenure review  the university of denver is instituting a program focused not on punitive measures bu
27,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,"ormance.  denver’s board members, and even some deans and professors, feared that not having a post-tenure protocol hurt its reputation. discussion of the idea in the mainstream news media made the is"
26,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,"of other colleges seemed to be doing it. the university of denver wondered if it should, too.  post-tenure review had an air of rigor to it. no slackers here! it suggests. never mind that most profess"
25,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,"emistry at the u. of denver, work with students in the lab. under a new faculty-development policy, tenured professors at denver can adjust their workloads over time to include more teaching, research"
24,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0," facebook     twitter     email     copy link url copied!    print        most professors hate post-tenure review. a better approach might look like this.    by audrey williams june    february 11, 20"
23,102553.0,University of Denver,tenure,https://jobs.du.edu/en-us/listing/?jobnotfound=true,0.0,NoContext
31,102553.0,University of Denver,tenure,https://www.chronicle.com/article/most-professors-hate-post-tenure-review-a-better-approach-might-look-like-this/,1.0,"s regarding faculty productivity and the relevance of scholars’ work. administrators turned to post-tenure review as a way to take stock of a professor’s teaching, research, and service. many professo"
85,102553.0,University of Denver,promotions,https://morgridge.du.edu/mce-announces-faculty-promotions/,1.0,"n of the upcoming academic year, morgridge college of education is pleased to announce four faculty promotions within the college.  dr. patton garriott , formerly assistant professor of counseling psy"
