,unitID,school,grouping_var,term,url,present_absent,context
0,237215,Bluefield State College,st_voluntary_incentivized_staff_faculty_reduction, offer retirement incentives ,https://bluefieldstate.edu/academics/schools/nursing-allied-health failed,NaN,NaN
0,237215,Bluefield State College,st_voluntary_incentivized_staff_faculty_reduction, voluntary pay cuts ,https://silo.tips/download/2013-directory-of-african-american-ceos-and-leaders failed,NaN,NaN
0,237215,Bluefield State College,st_voluntary_incentivized_staff_faculty_reduction, voluntary furlough ,E failed,NaN,NaN
0,237215,Bluefield State College,st_voluntary_incentivized_staff_faculty_reduction, voluntary furlough ,R failed,NaN,NaN
0,237215,Bluefield State College,st_voluntary_incentivized_staff_faculty_reduction, voluntary furlough ,R failed,NaN,NaN
0,237215,Bluefield State College,st_voluntary_incentivized_staff_faculty_reduction, voluntary furlough ,O failed,NaN,NaN
0,237215,Bluefield State College,st_voluntary_incentivized_staff_faculty_reduction, voluntary furlough ,R failed,NaN,NaN
0,237215,Bluefield State College,st_voluntary_incentivized_staff_faculty_reduction, buyouts ,https://bluefieldstate.edu/ failed,NaN,NaN
0,237215,Bluefield State College,st_voluntary_incentivized_staff_faculty_reduction, buyouts ,https://go-bstate.com/landing/index failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, forced furlough ,https://adventistdigitallibrary.org/islandora/search?page=1950 failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, forced furlough ,https://careersdocbox.com/College/86230917-Annual-meeting-of-the-american-comparative-literature-association.html failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, staff furlough ,https://bluefieldstate.edu/ failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, staff furlough ,https://go-bstate.com/landing/index failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, faculty furlough ,https://bluefieldstate.edu/resources/faculty-senate failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, faculty furlough ,http://www.bluefield.edu/employee-directory/ failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, involuntary furlough ,E failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, involuntary furlough ,R failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, involuntary furlough ,R failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, involuntary furlough ,O failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, involuntary furlough ,R failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, furlough ,https://bluefieldstate.edu/ failed,NaN,NaN
0,237215,Bluefield State College,st_furlough_staff_faculty, furlough ,https://go-bstate.com/landing/index failed,NaN,NaN
0,237215,Bluefield State College,st_deferred_infrastructure_improvement, deferred maintenance ,https://www.indeed.com/m/jobs?q=Director+of+Mechanical+Maintenance failed,NaN,NaN
0,237215,Bluefield State College,st_deferred_infrastructure_improvement, deferred capital projects ,https://ncadmin.nc.gov/businesses/construction failed,NaN,NaN
0,237215,Bluefield State College,st_deferred_infrastructure_improvement, deferred capital projects ,https://doa.wi.gov/Pages/DoingBusiness/StateConstProjs.aspx failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_operational_spending, reduce travel spending ,https://longwoods-intl.com/colorado-bursts-into-top-10-tourist-attracting-states-with-record-year failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_operational_spending, reduce unnecessary spending ,https://mainepolicy.org/unnecessary-spending-leaves-maine-unprepared-for-economic-fallout-from-coronavirus/ failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_operational_spending, reduce unnecessary spending ,https://www.heritage.org/budget-and-spending/report/50-examples-government-waste failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_operational_spending, streamline budget ,E failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_operational_spending, streamline budget ,R failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_operational_spending, streamline budget ,R failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_operational_spending, streamline budget ,O failed,NaN,NaN
0,237215,Bluefield State College,st_reduce_operational_spending, streamline budget ,R failed,NaN,NaN
0,237215,Bluefield State College,st_reduction_of_financial_aid, stop scholarships ,https://bluefieldstate.edu/tuition/scholarships failed,NaN,NaN
0,237215,Bluefield State College,st_reduction_of_financial_aid, stop scholarships ,http://www.free-4u.com/Colleges/Bluefield-State-College.html failed,NaN,NaN
0,237215,Bluefield State College,st_reduction_of_financial_aid, cut scholarships ,https://bluefieldstate.edu/tuition/scholarships failed,NaN,NaN
0,237215,Bluefield State College,st_reduction_of_financial_aid, cut scholarships ,http://www.free-4u.com/Colleges/Bluefield-State-College.html failed,NaN,NaN
0,237215,Bluefield State College,st_reduction_of_financial_aid, scale back financial aid ,https://bluefieldstate.edu/tuition/financial-aid failed,NaN,NaN
0,237215,Bluefield State College,st_reduction_of_financial_aid, scale back financial aid ,https://www.collegefactual.com/colleges/bluefield-state-college/paying-for-college/financial-aid/ failed,NaN,NaN
0,237215,Bluefield State College,st_reduction_of_financial_aid, cut financial aid ,https://bluefieldstate.edu/tuition/financial-aid failed,NaN,NaN
0,237215,Bluefield State College,st_reduction_of_financial_aid, cut financial aid ,https://www.collegefactual.com/colleges/bluefield-state-college/paying-for-college/financial-aid/ failed,NaN,NaN
0,237215,Bluefield State College,st_reduction_of_financial_aid, no longer offer scholarships ,https://bluefieldstate.edu/ failed,NaN,NaN
0,237215,Bluefield State College,lt_reduction_or_elimination_of_student_support_programs, sell buildings ,https://en.wikipedia.org/wiki/Nyack_College failed,NaN,NaN
0,237215,Bluefield State College,lt_reduction_or_elimination_of_student_support_programs, sell buildings ,https://www.publicsurplus.com/sms/browse/cataucs?catid=1 failed,NaN,NaN
0,237215,Bluefield State College,lt_reduction_or_elimination_of_student_support_programs, sell land ,http://www.campusbooks4less.com/collegebookstores/ failed,NaN,NaN
0,237215,Bluefield State College,lt_reduction_or_elimination_of_student_support_programs, sell land ,https://en.wikipedia.org/wiki/Nyack_College failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(>), increase tuition ,https://www.concord.edu/Financial-Aid/Tuition-Reduction-(1).aspx failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(>), increase tuition ,https://concordacademy.org/admissions/financial-aid/ failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(>), raise tuition ,https://www.concord.edu/Financial-Aid/Tuition-Reduction-(1).aspx failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(>), raise tuition ,https://concordacademy.org/admissions/financial-aid/ failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(<=), reduce tuition ,https://www.concord.edu/Financial-Aid/Tuition-Reduction-(1).aspx failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(<=), reduce tuition ,https://concordacademy.org/admissions/financial-aid/ failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(<=), freeze tuition ,https://www.concord.edu/Financial-Aid/Tuition-Reduction-(1).aspx failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(<=), freeze tuition ,https://concordacademy.org/admissions/financial-aid/ failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(<=), differ tuition ,https://www.concord.edu/Financial-Aid/Tuition-Reduction-(1).aspx failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(<=), differ tuition ,https://concordacademy.org/admissions/financial-aid/ failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(<=), decrease tuition ,https://www.concord.edu/Financial-Aid/Tuition-Reduction-(1).aspx failed,NaN,NaN
0,237330,Concord University,st_change_tuition_(<=), decrease tuition ,https://concordacademy.org/admissions/financial-aid/ failed,NaN,NaN
0,237330,Concord University,st_reduce_hiring, deferred hiring ,https://agency.governmentjobs.com/concord/default.cfm failed,NaN,NaN
0,237330,Concord University,st_reduce_hiring, deferred hiring ,https://concordusa.com/careers failed,NaN,NaN
0,237330,Concord University,st_reduce_hiring, deferred hiring of vacant positions ,"https://www.indeed.com/l-Concord,-NC-jobs.html failed",NaN,NaN
0,237330,Concord University,st_reduce_hiring, deferred hiring of vacant positions ,"https://www.glassdoor.com/Job/concord-jobs-SRCH_IL.0,7_IC1138646.htm failed",NaN,NaN
0,237330,Concord University,st_salary_promotion_freeze, freeze salary increases ,https://www.concordmonitor.com/After-state-budget-increase-University-System-of-New-Hampshire-votes-to-freeze-in-state-tuition-29828169 failed,NaN,NaN
0,237330,Concord University,st_salary_promotion_freeze, freeze salary increases ,https://vtdigger.org/2020/04/29/faculty-cuts-pay-reductions-considered-as-uvm-tightens-budget/ failed,NaN,NaN
0,237330,Concord University,st_salary_promotion_freeze, no salary changes ,https://www.concord.edu/Student-Life/Student-Health-Wellness/tobaccofree.aspx failed,NaN,NaN
0,237330,Concord University,st_salary_promotion_freeze, no salary changes ,http://www.concordianonline.com/news/view.php/1026105/Dr-Boggess-Discusses-Changes failed,NaN,NaN
0,237330,Concord University,st_salary_promotion_freeze, no merit increases ,https://www.concord.edu/Student-Life/Student-Health-Wellness/tobaccofree.aspx failed,NaN,NaN
0,237330,Concord University,st_salary_promotion_freeze, pay freeze ,https://www.uhhospitals.org/myuhcare/pay-my-bill failed,NaN,NaN
0,237330,Concord University,st_salary_promotion_freeze, pay freeze ,https://www.purdueglobal.edu/tuition-financial-aid/tuition-reduction/ failed,NaN,NaN
0,237330,Concord University,st_reduce_staff_and_faculty_support, pay cuts ,https://www.concord.edu/http/www-concord-edu/About/Important-Offices-Centers/Human-Resources-Jobs-aspx.aspx failed,NaN,NaN
0,237330,Concord University,st_reduce_staff_and_faculty_support, salary reductions ,https://www.concord.edu/About/Administration/Board-of-Governors/BOG-Policies.aspx failed,NaN,NaN
0,237330,Concord University,st_reduce_staff_and_faculty_support, salary reductions ,https://concordcoachlines.com/deals-and-discounts/ failed,NaN,NaN
0,237330,Concord University,st_reduce_staff_and_faculty_support, reduce benefits ,https://www.onedigital.com/blog/onedigital-health-and-benefits-acquires-concord-benefits-planning-agency/ failed,NaN,NaN
0,237330,Concord University,st_reduce_staff_and_faculty_support, reduce benefits ,https://www.concordgroupinsurance.com/about/why-work-at-concord/benefits failed,NaN,NaN
0,237330,Concord University,st_voluntary_incentivized_staff_faculty_reduction, offer retirement incentives ,https://www.usnh.edu/policy/usy/v-personnel-policies/employee-benefits failed,NaN,NaN
0,237330,Concord University,st_voluntary_incentivized_staff_faculty_reduction, offer retirement incentives ,https://www.wisconsin.edu/ohrwd/benefits/ret/tsa/faq/ failed,NaN,NaN
0,237330,Concord University,st_voluntary_incentivized_staff_faculty_reduction, voluntary pay cuts ,https://www.gazettenet.com/UMass-announces-furloughs-hour-reductions-for-57-athletic-staffers-36310905 failed,NaN,NaN
0,237330,Concord University,st_voluntary_incentivized_staff_faculty_reduction, voluntary furlough ,https://www.uidaho.edu/human-resources/employees/mandatory-furlough,1,"program begins with the start of the fy21 fiscal year, june 28, 2020.         11. i’ve already taken voluntary furlough this year.  can i apply this to my furlough obligation?         no. the voluntar"
