,unit_ID,school,term,variable,url,status_code,metadata_date,date_originally_scraped,count,context
1460,100663,Cheyney University of Pennsylvania,scholarship funding decrease,st_reduction_of_financial_aid,https://www.collegefactual.com/colleges/cheyney-university-of-pennsylvania/paying-for-college/financial-aid/,200,['2013-02-20'],2020-10-20 23:30:09.931224,0,NoContext
1459,100663,Cheyney University of Pennsylvania,scholarship funding decrease,st_reduction_of_financial_aid,https://cheyney.edu/financialaid/,200,No_meta_date,2020-10-20 23:30:09.931201,0,NoContext
1457,100663,Cheyney University of Pennsylvania,cut travel,st_reduce_operational_spending,https://cheyney.edu/academics/special-programs/hotel-restaurant-and-tourism-management/,200,No_meta_date,2020-10-20 23:30:09.931196,0,NoContext
1456,100663,Cheyney University of Pennsylvania,courses dropped,lt_reduction_or_elimination_of_academic_departments_programs,https://cheyney.edu/guide-to-fall-2020/,200,No_meta_date,2020-10-20 23:30:09.931198,0,NoContext
1454,100663,Cheyney University of Pennsylvania,courses dropped,lt_reduction_or_elimination_of_academic_departments_programs,https://www.phillytrib.com/news/cheyney-university-drops-its-football-program/article_10cdc46a-1b1c-5f42-bb84-e2ee8dee7fda.html,200,No_meta_date,2020-10-20 23:30:09.931245,0,NoContext
1453,100663,Cheyney University of Pennsylvania,cut scholarships,st_reduction_of_financial_aid,https://www.collegegreenlight.com/meritscholarships/cheyney-university-of-pennsylvania-211608,200,No_meta_date,2020-10-20 23:30:09.931217,0,NoContext
1452,100663,Cheyney University of Pennsylvania,stop scholarships,st_reduction_of_financial_aid,https://cheyney.edu/financialaid/grants-loans-scholarships/scholarships-from-outside-agencies/,200,No_meta_date,2020-10-20 23:30:09.931193,0,NoContext
1472,100663,Cheyney University of Pennsylvania,reduce international support,lt_reduction_or_elimination_of_student_support_programs,https://www.collegefactual.com/colleges/cheyney-university-of-pennsylvania/student-life/international/,200,['2013-02-20'],2020-10-20 23:30:09.931226,0,NoContext
1492,100663,Cheyney University of Pennsylvania,administrative budget cuts,lt_reduction_or_elimination_of_administrative_departments,https://www.post-gazette.com/news/education/2019/11/26/cheyney-university-accreditation-debt-pennsylvania-tom-wolf-pledge-education/stories/201911260123,200,No_meta_date,2020-10-20 23:30:09.931241,0,NoContext
1491,100663,Cheyney University of Pennsylvania,partner with corporate entity,st_expand_unconventional_programs_gr,https://patch.com/pennsylvania/philadelphia/cheyney-u-partners-wistar-institute-life-science-program,200,['2020-08-03T17:17:54Z'],2020-10-20 23:30:09.931249,0,NoContext
1490,100663,Cheyney University of Pennsylvania,partner with corporate entity,st_expand_unconventional_programs_gr,https://cheyney.edu/advanced-alchemy-labs-bringing-hemp-processing-facility-to-cheyney-university-campus/,200,['2020-03-04T17:10:45+00:00'],2020-10-20 23:30:09.931238,0,NoContext
1489,100663,Cheyney University of Pennsylvania,partner with corporate entity,st_expand_unconventional_programs_gr,https://wistar.org/news/press-releases/wistar-institute-and-cheyney-university-forge-strategic-collaboration-expand,200,No_meta_date,2020-10-20 23:30:09.931229,0,NoContext
1488,100663,Cheyney University of Pennsylvania,partner with corporate entity,st_expand_unconventional_programs_gr,https://cheyney.edu/news/,200,No_meta_date,2020-10-20 23:30:09.931235,0,NoContext
1487,100663,Cheyney University of Pennsylvania,partner with corporate entity,st_expand_unconventional_programs_gr,https://www.penncapital-star.com/education/cheyney-u-partners-with-the-wistar-institute-for-life-science-program/,200,['2020-08-02T12:19:15+00:00'],2020-10-20 23:30:09.931240,0,NoContext
1486,100663,Cheyney University of Pennsylvania,sell buildings,lt_liquidate_fixed_assets,https://www.inquirer.com/education/cheyney-university-accreditation-historically-black-budget-senate-20190228.html,200,No_meta_date,2020-10-20 23:30:09.931261,0,NoContext
1451,100663,Cheyney University of Pennsylvania,stop scholarships,st_reduction_of_financial_aid,https://www.unigo.com/scholarships/by-college/cheyney-university-of-pennsylvania-scholarships,200,No_meta_date,2020-10-20 23:30:09.931197,0,NoContext
1485,100663,Cheyney University of Pennsylvania,sell buildings,lt_liquidate_fixed_assets,https://cheyney.edu/news/cheyney-professor-sees-future-in-fish-farming/,200,No_meta_date,2020-10-20 23:30:09.931233,0,NoContext
1482,100663,Cheyney University of Pennsylvania,online programs,st_expand_unconventional_programs_gr,https://cheyney.edu/for-faculty-staff/university-wide-curriculum-committee/approved-distance-learning/,200,No_meta_date,2020-10-20 23:30:09.931246,0,NoContext
1481,100663,Cheyney University of Pennsylvania,reduce faculty,lt_reduction_of_institution_faculty,https://www.med.upenn.edu/fapd/docurepo/list/category/reduction-in-duties/,200,No_meta_date,2020-10-20 23:30:09.931225,0,NoContext
1480,100663,Cheyney University of Pennsylvania,staff cuts,lt_reduction_of_institution_staff,https://www.phillytrib.com/news/local_news/cheyney-officials-say-budget-will-have-surplus-accreditation-status-still-unknown/article_dbcb765b-ae6b-52c2-ad23-314a3b4e0927.html,200,No_meta_date,2020-10-20 23:30:09.931301,0,NoContext
1479,100663,Cheyney University of Pennsylvania,staff cuts,lt_reduction_of_institution_staff,https://www.lockhaven.com/news/local-news/2020/08/pa-colleges-could-trim-staff-to-cut-costs/,200,No_meta_date,2020-10-20 23:30:09.931231,0,NoContext
1478,100663,Cheyney University of Pennsylvania,layoff staff,lt_reduction_of_institution_staff,https://cheyney.edu/academics/library/,200,No_meta_date,2020-10-20 23:30:09.931227,0,NoContext
1477,100663,Cheyney University of Pennsylvania,layoff faculty,lt_reduction_of_institution_faculty,https://www.post-gazette.com/news/education/2020/10/08/state-system-campuses-could-see-350-faculty-cuts-western-pennsylvania-layoffs/stories/202010080115,200,No_meta_date,2020-10-20 23:30:09.931228,0,NoContext
1484,100663,Cheyney University of Pennsylvania,sell buildings,lt_liquidate_fixed_assets,https://www.bizjournals.com/philadelphia/news/2019/12/06/cheyney-university-explores-sports-arena-solar.html,200,No_meta_date,2020-10-20 23:30:09.931220,0,NoContext
1495,100663,Cheyney University of Pennsylvania,unconventional student programs,st_expand_unconventional_programs_gr,https://www.collegefactual.com/colleges/cheyney-university-of-pennsylvania/academic-life/graduation-and-retention/,200,No_meta_date,2020-10-20 23:30:09.931278,0,NoContext
1450,100663,Cheyney University of Pennsylvania,stop scholarships,st_reduction_of_financial_aid,https://cheyney.edu/financialaid/grants-loans-scholarships/,200,No_meta_date,2020-10-20 23:30:09.931194,0,NoContext
1448,100663,Cheyney University of Pennsylvania,suspend capital projects,st_deferred_infrastructure_improvement,https://www.facilities.upenn.edu/maps/locations/current-construction,200,No_meta_date,2020-10-20 23:30:09.931191,0,NoContext
1419,100663,Cheyney University of Pennsylvania,vacancies open,st_reduce_hiring,https://www.bloomu.edu/jobs,200,No_meta_date,2020-10-20 23:30:09.931157,0,NoContext
1418,100663,Cheyney University of Pennsylvania,freeze tuition,st_change_tuition_(<=),https://thenotebook.org/articles/2016/08/24/legislators-from-different-parties-join-forces-to-curb-college-tuition-hikes/,200,No_meta_date,2020-10-20 23:30:09.931159,1,"[961, 'd.               june event  the feed  editions  donate  high schools        topics  notes from the news  commentary  charter schools     more  about the notebook  advertise  contact us  high schools  june event  support independent education journalism  philly school media network               college access  august 24 — 7:30 am, 2016   legislators from different parties join forces to curb college tuition hikes                     two state legislators crossed the aisle tuesday to co-sponsor legislation to freeze tuition at some pennsylvania universities.  state reps. kevin boyle, a democrat, and nick miccarelli, a republican, introduced a bill that would freeze tuition at pennsylvania system of higher education schools for five years and cap tuition increases at 2 percent after that.  fourteen universities make up the network: bloomsburg university, shippensburg university, millersville university, west chester university, indiana university of pennsylvania, east stroudsburg university, cheyney university, slippery rock university, mansfield university, kutztown university, edinboro university, california university of pennsylvania, clarion university, and lock haven university.  boyle, who represents montgomery county and part of philadelphia, said students shouldn’t be burdened with high tuition because of government underfunding or school administrators’ overspending on development projects.']"
1417,100663,Cheyney University of Pennsylvania,freeze tuition,st_change_tuition_(<=),https://thenotebook.org/articles/2016/08/24/legislators-from-different-parties-join-forces-to-curb-college-tuition-hikes/,200,No_meta_date,2020-10-20 23:30:09.931159,1,"[809, 'd.    june event  the feed  editions  donate  high schools                    menu         philly education news + views  independent. reader-supported.               june event  the feed  editions  donate  high schools        topics  notes from the news  commentary  charter schools     more  about the notebook  advertise  contact us  high schools  june event  support independent education journalism  philly school media network               college access  august 24 — 7:30 am, 2016   legislators from different parties join forces to curb college tuition hikes                     two state legislators crossed the aisle tuesday to co-sponsor legislation to freeze tuition at some pennsylvania universities.  state reps. kevin boyle, a democrat, and nick miccarelli, a republican, introduced a bill that would freeze tuition at pennsylvania system of higher education schools for five years and cap tuition increases at 2 percent after that.']"
1416,100663,Cheyney University of Pennsylvania,freeze tuition,st_change_tuition_(<=),https://www.usnews.com/best-colleges/cheyney-university-3317,200,No_meta_date,2020-10-20 23:30:09.931216,0,NoContext
1413,100663,Cheyney University of Pennsylvania,hiring freeze,st_reduce_hiring,https://provost.upenn.edu/person/valarie-swain-cade-mccoullum,200,No_meta_date,2020-10-20 23:30:09.931186,1,"[5550, 'h.             full menu       primary nav penn provost      about    education    faculty    research    global    policies    contact           drawer menu penn provost       about  explore       back to main menu          about the provost  explore       back to main menu          curriculum vitae      convocation 2019      convocation 2018      convocation 2017      history of penn provosts         provost\'s senior leadership      provost\'s councils  explore       back to main menu          academic planning and budget      council of deans      council of graduate deans      council of professional master\'s degree deans      council of undergraduate deans      graduate council of the faculties      provost council on research      provost\'s staff conference         centers & institutes      arts at penn  explore       back to main menu          annenberg center      arthur ross gallery      institute of contemporary art      kelly writers house      penn museum      platt student performing arts house      sachs program for arts innovation         campaign for community  explore       back to main menu          grants      contact us         provost administrative affairs  explore       back to main menu          return to campus      finance  explore       back to main menu          toolbox      financial policies      work from home equipment tracking (pennkey required)      payroll      purchasing services      payments and reimbursements      gifts and endowments      funding opportunities      strategic planning         human resources  explore       back to main menu          human resources policies      exception to the hiring freeze request (pennkey required)      hiring a staff member      hiring a student worker      hiring a temporary staff member      background checks      onboarding and i-9 process      leave administration (fml, std, ppl)      individual service providers      performance appraisals and merit increases         academic technology & planning      planning, design, & construction      workday@penn      contact provost administrative affairs  explore       back to main menu          departments/centers reporting to provost               education  explore       back to main menu          covid-19 academic information and resources  explore       back to main menu          covid-19 faqs for students      covid-19 faqs for instructors         undergraduate education      graduate and professional education  explore       back to main menu          graduate admissions      resources for phd students      graduate student center      family resource center      fontaine society         teaching at penn  explore       back to main menu          teaching awards      tcpw award      penn ta prize      faculty council brief      center for teaching and learning         resources for administrators      wellness ambassadors      accreditation      about the deputy provost      contact         faculty  explore       back to main menu          faculty handbook      resources for current faculty  explore       back to main menu          faculty mentoring      work-life balance      retirement         resources for prospective faculty      resources for retired faculty      resources for administrators      faculty development events      faculty fellowships      predoctoral fellowships      interfolio@penn      about the vice provost      contact faculty affairs         research      global      policies      contact            search    xml version=""1.0"" encoding=""utf-8""?     created with sketch.                             valarie swain-cade mccoullum           basic page sidebar menu penn provost       about  explore       back to main menu          about the provost  explore       back to main menu          curriculum vitae      convocation 2019      convocation 2018      convocation 2017      history of penn provosts         provost\'s senior leadership      provost\'s councils  explore       back to main menu          academic planning and budget      council of deans      council of graduate deans      council of professional master\'s degree deans      council of undergraduate deans      graduate council of the faculties      provost council on research      provost\'s staff conference         centers & institutes      arts at penn  explore       back to main menu          annenberg center      arthur ross gallery      institute of contemporary art      kelly writers house      penn museum      platt student performing arts house      sachs program for arts innovation         campaign for community  explore       back to main menu          grants      contact us         provost administrative affairs  explore       back to main menu          return to campus      finance  explore       back to main menu          toolbox      financial policies      work from home equipment tracking (pennkey required)      payroll      purchasing services      payments and reimbursements      gifts and endowments      funding opportunities      strategic planning         human resources  explore       back to main menu          human resources policies      exception to the hiring freeze request (pennkey required)      hiring a staff member      hiring a student worker      hiring a temporary staff member      background checks      onboarding and i-9 process      leave administration (fml, std, ppl)      individual service providers      performance appraisals and merit increases         academic technology & planning      planning, design, & construction      workday@penn      contact provost administrative affairs  explore       back to main menu          departments/centers reporting to provost               education  explore       back to main menu          covid-19 academic information and resources  explore       back to main menu          covid-19 faqs for students      covid-19 faqs for instructors         undergraduate education      graduate and professional education  explore       back to main menu          graduate admissions      resources for phd students      graduate student center      family resource center      fontaine society         teaching at penn  explore       back to main menu          teaching awards      tcpw award      penn ta prize      faculty council brief      center for teaching and learning         resources for administrators      wellness ambassadors      accreditation      about the deputy provost      contact         faculty  explore       back to main menu          faculty handbook      resources for current faculty  explore       back to main menu          faculty mentoring      work-life balance      retirement         resources for prospective faculty      resources for retired faculty      resources for administrators      faculty development events      faculty fellowships      predoctoral fellowships      interfolio@penn      about the vice provost      contact faculty affairs         research      global      policies      contact                  vice provost for student engagement   phone: \n  215.898.6081        dr.']"
1412,100663,Cheyney University of Pennsylvania,hiring freeze,st_reduce_hiring,https://provost.upenn.edu/person/valarie-swain-cade-mccoullum,200,No_meta_date,2020-10-20 23:30:09.931186,1,"[2031, 'h.             search          xml version=""1.0"" encoding=""utf-8""?     created with sketch.             full menu       primary nav penn provost      about    education    faculty    research    global    policies    contact           drawer menu penn provost       about  explore       back to main menu          about the provost  explore       back to main menu          curriculum vitae      convocation 2019      convocation 2018      convocation 2017      history of penn provosts         provost\'s senior leadership      provost\'s councils  explore       back to main menu          academic planning and budget      council of deans      council of graduate deans      council of professional master\'s degree deans      council of undergraduate deans      graduate council of the faculties      provost council on research      provost\'s staff conference         centers & institutes      arts at penn  explore       back to main menu          annenberg center      arthur ross gallery      institute of contemporary art      kelly writers house      penn museum      platt student performing arts house      sachs program for arts innovation         campaign for community  explore       back to main menu          grants      contact us         provost administrative affairs  explore       back to main menu          return to campus      finance  explore       back to main menu          toolbox      financial policies      work from home equipment tracking (pennkey required)      payroll      purchasing services      payments and reimbursements      gifts and endowments      funding opportunities      strategic planning         human resources  explore       back to main menu          human resources policies      exception to the hiring freeze request (pennkey required)      hiring a staff member      hiring a student worker      hiring a temporary staff member      background checks      onboarding and i-9 process      leave administration (fml, std, ppl)      individual service providers      performance appraisals and merit increases         academic technology & planning      planning, design, & construction      workday@penn      contact provost administrative affairs  explore       back to main menu          departments/centers reporting to provost               education  explore       back to main menu          covid-19 academic information and resources  explore       back to main menu          covid-19 faqs for students      covid-19 faqs for instructors         undergraduate education      graduate and professional education  explore       back to main menu          graduate admissions      resources for phd students      graduate student center      family resource center      fontaine society         teaching at penn  explore       back to main menu          teaching awards      tcpw award      penn ta prize      faculty council brief      center for teaching and learning         resources for administrators      wellness ambassadors      accreditation      about the deputy provost      contact         faculty  explore       back to main menu          faculty handbook      resources for current faculty  explore       back to main menu          faculty mentoring      work-life balance      retirement         resources for prospective faculty      resources for retired faculty      resources for administrators      faculty development events      faculty fellowships      predoctoral fellowships      interfolio@penn      about the vice provost      contact faculty affairs         research      global      policies      contact            search    xml version=""1.0"" encoding=""utf-8""?     created with sketch.                             valarie swain-cade mccoullum           basic page sidebar menu penn provost       about  explore       back to main menu          about the provost  explore       back to main menu          curriculum vitae      convocation 2019      convocation 2018      convocation 2017      history of penn provosts         provost\'s senior leadership      provost\'s councils  explore       back to main menu          academic planning and budget      council of deans      council of graduate deans      council of professional master\'s degree deans      council of undergraduate deans      graduate council of the faculties      provost council on research      provost\'s staff conference         centers & institutes      arts at penn  explore       back to main menu          annenberg center      arthur ross gallery      institute of contemporary art      kelly writers house      penn museum      platt student performing arts house      sachs program for arts innovation         campaign for community  explore       back to main menu          grants      contact us         provost administrative affairs  explore       back to main menu          return to campus      finance  explore       back to main menu          toolbox      financial policies      work from home equipment tracking (pennkey required)      payroll      purchasing services      payments and reimbursements      gifts and endowments      funding opportunities      strategic planning         human resources  explore       back to main menu          human resources policies      exception to the hiring freeze request (pennkey required)      hiring a staff member      hiring a student worker      hiring a temporary staff member      background checks      onboarding and i-9 process      leave administration (fml, std, ppl)      individual service providers      performance appraisals and merit increases         academic technology & planning      planning, design, & construction      workday@penn      contact provost administrative affairs  explore       back to main menu          departments/centers reporting to provost               education  explore       back to main menu          covid-19 academic information and resources  explore       back to main menu          covid-19 faqs for students      covid-19 faqs for instructors         undergraduate education      graduate and professional education  explore       back to main menu          graduate admissions      resources for phd students      graduate student center      family resource center      fontaine society         teaching at penn  explore       back to main menu          teaching awards      tcpw award      penn ta prize      faculty council brief      center for teaching and learning         resources for administrators      wellness ambassadors      accreditation      about the deputy provost      contact         faculty  explore       back to main menu          faculty handbook      resources for current faculty  explore       back to main menu          faculty mentoring      work-life balance      retirement         resources for prospective faculty      resources for retired faculty      resources for administrators      faculty development events      faculty fellowships      predoctoral fellowships      interfolio@penn      about the vice provost      contact faculty affairs         research      global      policies      contact                  vice provost for student engagement   phone: \n  215.']"
1411,100663,Cheyney University of Pennsylvania,hiring freeze,st_reduce_hiring,https://cheyney.edu/human-resources/,200,No_meta_date,2020-10-20 23:30:09.931154,0,NoContext
1410,100663,Cheyney University of Pennsylvania,lower tuition,st_change_tuition_(<=),https://datausa.io/profile/university/cheyney-university-of-pennsylvania,200,No_meta_date,2020-10-20 23:30:09.931183,0,NoContext
1409,100663,Cheyney University of Pennsylvania,decrease tuition,st_change_tuition_(<=),https://www.prepscholar.com/sat/s/colleges/cheyney-university-of-pennsylvania-tuition-financial-aid,404,No_meta_date,2020-10-20 23:30:09.931147,0,NoContext
1408,100663,Cheyney University of Pennsylvania,decrease tuition,st_change_tuition_(<=),https://whyy.org/articles/pa-public-universities-treading-water-with-declining-enrollment-higher-than-average-tuition/,200,No_meta_date,2020-10-20 23:30:09.931162,0,NoContext
1400,100663,Cheyney University of Pennsylvania,reduce tuition,st_change_tuition_(<=),https://www.campusreel.org/student-loans/by-colleges/cheyney-university-of-pennsylvania-student-loans-tuition-finanacial-aid-and-costs,200,No_meta_date,2020-10-20 23:30:09.931150,0,NoContext
1399,100663,Cheyney University of Pennsylvania,reduce tuition,st_change_tuition_(<=),https://cheyney.edu/,200,No_meta_date,2020-10-20 23:30:09.931148,0,NoContext
1398,100663,Cheyney University of Pennsylvania,reduce tuition,st_change_tuition_(<=),https://cheyney.edu/for-current-students/bursar/,200,No_meta_date,2020-10-20 23:30:09.931140,0,NoContext
1395,100663,Cheyney University of Pennsylvania,increase tuition,st_change_tuition_(>),https://www.collegecalc.org/colleges/pennsylvania/cheyney-university-of-pennsylvania/,200,No_meta_date,2020-10-20 23:30:09.931137,0,NoContext
1394,100663,Cheyney University of Pennsylvania,raise tuition,st_change_tuition_(>),https://529-planning.com/school/211608-cheyney-university-of-pennsylvania,200,['2013-02-20'],2020-10-20 23:30:09.931128,0,NoContext
1393,100663,Cheyney University of Pennsylvania,raise tuition,st_change_tuition_(>),https://www.raise.me/edu/cheyney-university-of-pennsylvania,200,No_meta_date,2020-10-20 23:30:09.931125,0,NoContext
1392,100663,Cheyney University of Pennsylvania,raise tuition,st_change_tuition_(>),https://www.collegetuitioncompare.com/edu/211608/cheyney-university-of-pennsylvania/tuition/,200,No_meta_date,2020-10-20 23:30:09.931145,0,NoContext
1391,100663,Cheyney University of Pennsylvania,raise tuition,st_change_tuition_(>),https://cheyney.edu/for-current-students/bursar/tuition-costs/,200,No_meta_date,2020-10-20 23:30:09.931136,0,NoContext
1421,100663,Cheyney University of Pennsylvania,vacancies open,st_reduce_hiring,https://cheyney.edu/careerdevelopment/,200,No_meta_date,2020-10-20 23:30:09.931165,0,NoContext
1422,100663,Cheyney University of Pennsylvania,open positions,st_reduce_hiring,https://www.insidehighered.com/news/2015/09/15/problems-mount-cheyney-university-oldest-hbcu,200,No_meta_date,2020-10-20 23:30:09.931319,0,NoContext
1426,100663,Cheyney University of Pennsylvania,pay cuts,st_reduce_staff_and_faculty_support,https://lancasteronline.com/news/local/cheyney-university-struggling-with-debt-and-enrollment-declines-seeks-10-million-loan-to-pay-bills/article_dbcf8590-3a9b-11e9-9715-b3681b84929f.html,200,No_meta_date,2020-10-20 23:30:09.931212,0,NoContext
1427,100663,Cheyney University of Pennsylvania,reduce payroll,st_salary_promotion_freeze,https://cheyney.edu/who-we-are/the-first-hbcu/,200,No_meta_date,2020-10-20 23:30:09.931172,0,NoContext
1447,100663,Cheyney University of Pennsylvania,suspend capital projects,st_deferred_infrastructure_improvement,https://provost.upenn.edu/planning-design-construction,200,No_meta_date,2020-10-20 23:30:09.931209,0,NoContext
1446,100663,Cheyney University of Pennsylvania,suspend capital projects,st_deferred_infrastructure_improvement,https://www.facilities.upenn.edu/capital-process/capital-planning,200,['2012-11-28T16:04:45-05:00'],2020-10-20 23:30:09.931189,0,NoContext
1445,100663,Cheyney University of Pennsylvania,operational spending reductions,st_reduce_operational_spending,https://www.msche.org/institution/0480/,200,No_meta_date,2020-10-20 23:30:09.931192,0,NoContext
1444,100663,Cheyney University of Pennsylvania,operational spending reductions,st_reduce_operational_spending,https://www.iup.edu/workarea/downloadasset.aspx?id=88224,200,No_meta_date,2020-10-20 23:30:09.931335,0,NoContext
1440,100663,Cheyney University of Pennsylvania,reduce travel spending,st_reduce_operational_spending,https://datausa.io/profile/geo/cheyney-university-pa/,200,No_meta_date,2020-10-20 23:30:09.931243,0,NoContext
1439,100663,Cheyney University of Pennsylvania,streamline operations,st_reduce_operational_spending,https://quicklaunch.io/cheyney-university-of-pennsylvania-chooses-quicklaunch-to-transform-end-user-experience/,200,No_meta_date,2020-10-20 23:30:09.931188,0,NoContext
1449,100663,Cheyney University of Pennsylvania,stop scholarships,st_reduction_of_financial_aid,https://www.phillytrib.com/news/local_news/lawsuit-cheyney-university-raided-misused-scholarship-federal-funds-as-accreditation-decision-looms/article_5d048967-d7f9-513d-b447-e23077a0fe32.html,200,No_meta_date,2020-10-20 23:30:09.931255,0,NoContext
1438,100663,Cheyney University of Pennsylvania,faculty furlough,st_furlough_staff_faculty,https://cheyney.edu/who-we-are/leadership/staff-and-faculty/,200,No_meta_date,2020-10-20 23:30:09.931210,0,NoContext
1435,100663,Cheyney University of Pennsylvania,salary reductions,st_reduce_staff_and_faculty_support,https://www.niche.com/colleges/cheyney-university-of-pennsylvania/,200,No_meta_date,2020-10-20 23:30:09.931207,0,NoContext
1434,100663,Cheyney University of Pennsylvania,reduce benefits,st_reduce_staff_and_faculty_support,https://cheyney.edu/financialaid/grants-loans-scholarships/scholarships-from-cheyney/,200,No_meta_date,2020-10-20 23:30:09.931182,0,NoContext
1432,100663,Cheyney University of Pennsylvania,reduce benefits,st_reduce_staff_and_faculty_support,https://cheyney.edu/human-resources/payroll-benefits/,200,No_meta_date,2020-10-20 23:30:09.931178,0,NoContext
1429,100663,Cheyney University of Pennsylvania,furlough,st_furlough_staff_faculty,https://cheyney.edu/for-faculty-staff/,200,No_meta_date,2020-10-20 23:30:09.931175,0,NoContext
1428,100663,Cheyney University of Pennsylvania,leave positions unfilled,st_reduce_hiring,https://cheyney.edu/academics/keystone-honors-academy/programs/,200,No_meta_date,2020-10-20 23:30:09.931173,0,NoContext
1496,100663,Cheyney University of Pennsylvania,unconventional student programs,st_expand_unconventional_programs_gr,https://cheyney.edu/resurgence/,200,['2013-02-20'],2020-10-20 23:30:09.931251,0,NoContext
1498,100663,Cheyney University of Pennsylvania,expand to minorities,st_expand_unconventional_programs_gr,https://cheyney.edu/campus-experience/student-involvement/student-organizations/,200,['1582124640'],2020-10-20 23:30:09.931256,0,NoContext
1565,100663,Cheyney University of Pennsylvania,counselling services’ student wellness,lt_improve_student_experience_gr,https://caps.wellness.upenn.edu/,200,No_meta_date,2020-10-20 23:30:09.931280,0,NoContext
1564,100663,Cheyney University of Pennsylvania,counselling services’ student wellness,lt_improve_student_experience_gr,https://cheyney.edu/campus-experience/holistic-student-support/health-and-wellness/,200,No_meta_date,2020-10-20 23:30:09.931290,0,NoContext
1563,100663,Cheyney University of Pennsylvania,on-time graduation,lt_improve_student_experience_gr,https://cheyney.edu/for-parents/planning-for-graduates/protocol-information/,200,No_meta_date,2020-10-20 23:30:09.931282,0,NoContext
1562,100663,Cheyney University of Pennsylvania,on-time graduation,lt_improve_student_experience_gr,https://www.univstats.com/colleges/cheyney-university-of-pennsylvania/graduation-rate/,200,No_meta_date,2020-10-20 23:30:09.931295,0,NoContext
1561,100663,Cheyney University of Pennsylvania,on-time graduation,lt_improve_student_experience_gr,https://cheyney.edu/for-parents/planning-for-graduates/,200,No_meta_date,2020-10-20 23:30:09.931284,0,NoContext
1559,100663,Cheyney University of Pennsylvania,tenure,lt_improve_staff_faculty_support_gr,https://community.chronicle.com/people/771395-vanessa-brantley/profile,200,No_meta_date,2020-10-20 23:30:09.931259,0,NoContext
1558,100663,Cheyney University of Pennsylvania,tenure,lt_improve_staff_faculty_support_gr,https://cheyney.edu/for-faculty-staff/faculty-senate/,200,No_meta_date,2020-10-20 23:30:09.931275,1,"[6641, 'e.  members of standing committees shall be selected from senate members. standing committees may be established in the following areas, among others.  academic freedom and tenure student admissions, standards, and discipline student life curriculum development liaison committee to work with faculty bargaining unit representative committee on student concerns.  c. ad hoc committees  ad hoc committees shall be selected from the senate for the purpose of expediting temporary business.']"
