,index,url,status_code,pagetexts
10,30,http://www.jsumsnews.com/?p=40097,timeout,could not parse
11,18,http://www.jsu.edu/ccservices/,200,"      skip to main site navigation  skip to content  skip to footer                mobile menu       apply  visit     i am...    future student  current student  alumni      alumni    search                  search    search button         popular tools    a to z   academic calendar   my jsu   directory   bookstore   library   gem   canvas   give       schools   school of arts & humanities  school of business & industry  school of education  school of science  school of human services & social sciences  school of health professions & wellness            about  academics  admissions & aid  campus life  athletics  alumni              jsu  counseling services    counseling services             menu expander icon   counseling services      general information    testing services    outreach and resources    peer educators    emergency information    self help topics    collegiate recovery community    groups    request counseling          due to the covid-19 pandemic, our operations have been altered.  we are conducting counseling sessions for students, faculty, and staff residing within alabama and georgia using microsoft teams, or by telephone. requests for in-person appointments will be considered on a case by case basis.  if you would like an appointment, please call (256) 782 5475 and leave a message or use our online request form .  mention if you are a georgia resident or if you feel you need an in-person consultation.  we will schedule you a time to meet with a counselor, as well as email you instructions on how to access microsoft teams . your mental health continues to be our top priority.    your online resource for college mental heath        if you are in crisis or experiencing a mental health emergency:  contact university police at 256.782.5050  or call 911  counselors are on-call after hours and weekends and are contacted by campus police when needed.    request counseling           apply to jsu  cost and aid  visit campus      counseling services  testing services  140 daugette hall   counseling services  147 trustee circle   256-782-5475  questions?                back to top        © 2020 jacksonville state university 700 pelham rd n jacksonville, al 36265  phone: 1-800-231-5291 or 1-256-782-5781  email: info@jsu.edu           learn   schools  graduate studies  continuing education and outreach  online education      contact   undergraduate admissions  graduate admissions  emergency information  office of public relations  how to reach us      compliance   web ada compliance  accreditations  title ix  clery information  consumer information  athletics             employment  a-z sitemap  maps & directions  website feedback     facebook   twitter   youtube   instagram                        "
12,68,https://www.jacksonfreepress.com/news/2013/feb/19/new-jsu-stadium-coming/,timeout,could not parse
13,38,http://www.jsumsnews.com/?p=14657,timeout,could not parse
14,47,http://www.jsumsnews.com/?p=37523,timeout,could not parse
15,2,https://gojsutigers.com/facilities/?id=2,timeout,could not parse
16,49,http://www.healthy-miss.org/college-anti-hunger/,timeout,could not parse
17,19,http://websites.one.jsums.edu/recplex/,timeout,could not parse
18,31,https://www.jstor.org/stable/40249613,timeout,could not parse
19,22,https://www.homedepot.com/p/fanmats-ncaa-jackson-state-university-black-heavy-duty-1-piece-14-in-x-17-in-vinyl-utility-mat-12926/206553296,timeout,could not parse
20,59,https://www.wapt.com/article/new-jsu-president-gets-salary-bump/10318879,timeout,could not parse
21,56,https://hbcugameday.com/2019/12/11/suno-new-orleans-only-public-hbcu-to-cut-athletics-as-school-fights-for-survival/,timeout,could not parse
22,6,https://www.orbitz.com/jackson-state-university-hotels.0-l6092591-0.travel-guide-filter-hotels,timeout,could not parse
23,66,http://websites.one.jsums.edu/moveinday/index.php/directions/,timeout,could not parse
24,54,https://gojsutigers.com/sports/mens-basketball,timeout,could not parse
25,41,https://www.theatlantic.com/politics/archive/2014/04/when-a-43-percent-graduation-rate-means-success/430812/,timeout,could not parse
26,43,http://www.jsu.edu/careerservices/,200,"      skip to main site navigation  skip to content  skip to footer                mobile menu       apply  visit     i am...    future student  current student  alumni      alumni    search                  search    search button         popular tools    a to z   academic calendar   my jsu   directory   bookstore   library   gem   canvas   give       schools   school of arts & humanities  school of business & industry  school of education  school of science  school of human services & social sciences  school of health professions & wellness            about  academics  admissions & aid  campus life  athletics  alumni              jsu  career services    career services             menu expander icon   career services      assessments    students    future students & visitors    alumni    employers    jobs, co-op and internships    fairs & events    workforce recruitment program    meet our staff    schedule an appointment              mission statement  career services empowers students to actively engage in opportunities designed to help them to be employable after graduation.  to accomplish this, we will:    inform students about career exploration resources.    design, develop and deliver unique career development services, program and events to individuals and groups.    connect students to direct work experiences.    support a culture of workforce development.    value customer service and collaboration.      virtual job fair oct 1, 2020  join the virtual career fair      our services  an appointment is needed for the following:    career counseling for assistance in choosing a major and a first destination    full-time, part-time, co-op and internship job postings    résumé critiques    mock interviews    employment and life skills assistance    informational sessions [must schedule no less than 10 days in advance for student commons building, theron montgomery building (tmb)]    company visits on campus, such as informational sessions    on-campus interviews    schedule an appointment                    education fair, a reverse career fair  career services hosts its annual ""reverse career fair"" where jsu teacher candidates get a chance to meet potential employers from the surrounding school districts.      jobs and internships   search for jobs/co-ops  post jobs/co-ops  co-op vs internship  co-op & internship application  co-op education survey  graduate co-op education program            apply to jsu  cost and aid  visit campus                        career services  107 kennamer hall 700 pelham road north jacksonville, al 36265  256-782-5482  questions?           back to top        © 2020 jacksonville state university 700 pelham rd n jacksonville, al 36265  phone: 1-800-231-5291 or 1-256-782-5781  email: info@jsu.edu           learn   schools  graduate studies  continuing education and outreach  online education      contact   undergraduate admissions  graduate admissions  emergency information  office of public relations  how to reach us      compliance   web ada compliance  accreditations  title ix  clery information  consumer information  athletics             employment  a-z sitemap  maps & directions  website feedback     facebook   twitter   youtube   instagram                        "
